serial,UniquePsKey_,PsKey_,TpNum_,TpOrigCSDuid,TpDestCSDuid,TpStartTimeExt,trip_week,weekday,,,TpDateExt,Week,TpDayExt,Mon,Tue,Wed,Thu,Fri,Sat,Sun,WeekDay
2882,3655,1270,1,3520005,3524002,630,6,1,,,11/5/2019,6,Tue,0,1,0,0,0,0,0,1
2883,3655,1270,2,3524002,3520005,1330,6,1,,,11/5/2019,6,Tue,0,1,0,0,0,0,0,1
2884,3656,1271,1,3525005,3525005,1200,6,1,,,11/5/2019,6,Tue,0,1,0,0,0,0,0,1
2885,3656,1271,2,3525005,3525005,2100,6,1,,,11/5/2019,6,Tue,0,1,0,0,0,0,0,1
2886,3657,1272,1,3525005,3525005,1811,6,1,,,11/5/2019,6,Tue,0,1,0,0,0,0,0,1
2887,3658,1273,1,3525005,3525005,1800,6,1,,,11/5/2019,6,Tue,0,1,0,0,0,0,0,1
2888,3659,1274,1,3521010,3525005,700,6,1,,,11/5/2019,6,Tue,0,1,0,0,0,0,0,1
2889,3659,1274,2,3525005,3521010,1640,6,1,,,11/5/2019,6,Tue,0,1,0,0,0,0,0,1
2890,3660,1275,1,3525005,3525005,935,6,4,,,11/8/2019,6,Fri,0,0,0,0,4,0,0,4
2891,3660,1275,2,3525005,3525005,1330,6,4,,,11/8/2019,6,Fri,0,0,0,0,4,0,0,4
2892,3661,1277,1,3525005,3525005,1000,6,1,,,11/5/2019,6,Tue,0,1,0,0,0,0,0,1
2893,3663,1279,1,3525005,3525005,845,6,1,,,11/5/2019,6,Tue,0,1,0,0,0,0,0,1
2894,3663,1279,2,3525005,3525005,1700,6,1,,,11/5/2019,6,Tue,0,1,0,0,0,0,0,1
2895,3663,1279,3,3525005,3525005,1900,6,1,,,11/5/2019,6,Tue,0,1,0,0,0,0,0,1
2896,3663,1279,4,3525005,3525005,2000,6,1,,,11/5/2019,6,Tue,0,1,0,0,0,0,0,1
2897,3663,1279,5,3525005,3525005,2230,6,1,,,11/5/2019,6,Tue,0,1,0,0,0,0,0,1
2898,3665,1281,1,3525005,3525005,935,6,1,,,11/5/2019,6,Tue,0,1,0,0,0,0,0,1
2899,3665,1281,2,3525005,3525005,1700,6,1,,,11/5/2019,6,Tue,0,1,0,0,0,0,0,1
2900,3666,1282,1,3525005,3525005,1220,6,1,,,11/5/2019,6,Tue,0,1,0,0,0,0,0,1
2901,3667,1283,1,3525005,3525005,900,6,1,,,11/5/2019,6,Tue,0,1,0,0,0,0,0,1
2902,3667,1283,2,3525005,3525005,1130,6,1,,,11/5/2019,6,Tue,0,1,0,0,0,0,0,1
2903,3667,1283,3,3525005,3525005,1300,6,1,,,11/5/2019,6,Tue,0,1,0,0,0,0,0,1
2904,3670,1286,1,3525005,3525005,800,6,1,,,11/5/2019,6,Tue,0,1,0,0,0,0,0,1
2905,3670,1286,2,3525005,3525005,1200,6,1,,,11/5/2019,6,Tue,0,1,0,0,0,0,0,1
2906,3670,1286,3,3525005,3525005,1830,6,1,,,11/5/2019,6,Tue,0,1,0,0,0,0,0,1
2907,3670,1286,4,3525005,3525005,1845,6,1,,,11/5/2019,6,Tue,0,1,0,0,0,0,0,1
2908,3670,1286,5,3525005,3525005,1900,6,1,,,11/5/2019,6,Tue,0,1,0,0,0,0,0,1
2909,3670,1286,6,3525005,3525005,2015,6,1,,,11/5/2019,6,Tue,0,1,0,0,0,0,0,1
2910,3670,1286,7,3525005,3525005,2030,6,1,,,11/5/2019,6,Tue,0,1,0,0,0,0,0,1
2911,3671,1287,1,3525005,3525005,900,6,1,,,11/5/2019,6,Tue,0,1,0,0,0,0,0,1
2912,3671,1287,2,3525005,3525005,1200,6,1,,,11/5/2019,6,Tue,0,1,0,0,0,0,0,1
2913,3671,1287,3,3525005,3519036,1500,6,1,,,11/5/2019,6,Tue,0,1,0,0,0,0,0,1
2914,3672,1288,1,3524002,3525005,730,6,1,,,11/5/2019,6,Tue,0,1,0,0,0,0,0,1
2915,3672,1288,2,3525005,3524002,1440,6,1,,,11/5/2019,6,Tue,0,1,0,0,0,0,0,1
2916,3672,1288,3,3524002,3524002,1915,6,1,,,11/5/2019,6,Tue,0,1,0,0,0,0,0,1
2917,3672,1288,4,3524002,3524002,2115,6,1,,,11/5/2019,6,Tue,0,1,0,0,0,0,0,1
2918,3676,1293,1,3524002,3525005,1035,6,1,,,11/5/2019,6,Tue,0,1,0,0,0,0,0,1
2919,3676,1293,2,3525005,3524002,1910,6,1,,,11/5/2019,6,Tue,0,1,0,0,0,0,0,1
2920,3677,1294,1,3521010,3525005,700,6,1,,,11/5/2019,6,Tue,0,1,0,0,0,0,0,1
2921,3677,1294,2,3525005,3521010,1630,6,1,,,11/5/2019,6,Tue,0,1,0,0,0,0,0,1
2922,3678,1295,1,3524002,3525005,700,6,1,,,11/5/2019,6,Tue,0,1,0,0,0,0,0,1
2923,3678,1295,2,3525005,3524002,1400,6,1,,,11/5/2019,6,Tue,0,1,0,0,0,0,0,1
2924,3680,1297,1,3525005,3525005,1145,6,1,,,11/5/2019,6,Tue,0,1,0,0,0,0,0,1
2925,3680,1297,2,3525005,3525005,1625,6,1,,,11/5/2019,6,Tue,0,1,0,0,0,0,0,1
2926,3682,1299,1,3524002,3525005,900,6,1,,,11/5/2019,6,Tue,0,1,0,0,0,0,0,1
2927,3686,1303,1,3521010,3525005,700,6,1,,,11/5/2019,6,Tue,0,1,0,0,0,0,0,1
2928,3687,1304,1,3525005,3525005,1020,6,1,,,11/5/2019,6,Tue,0,1,0,0,0,0,0,1
2929,3687,1304,2,3525005,3525005,1400,6,1,,,11/5/2019,6,Tue,0,1,0,0,0,0,0,1
2930,3687,1304,3,3525005,3525005,1430,6,1,,,11/5/2019,6,Tue,0,1,0,0,0,0,0,1
2931,3689,1306,1,3525005,3525005,810,6,1,,,11/5/2019,6,Tue,0,1,0,0,0,0,0,1
2932,3689,1306,2,3525005,3525005,1935,6,1,,,11/5/2019,6,Tue,0,1,0,0,0,0,0,1
2933,3689,1306,3,3525005,3525005,2000,6,1,,,11/5/2019,6,Tue,0,1,0,0,0,0,0,1
2934,3691,1308,1,3525005,3525005,1415,6,1,,,11/5/2019,6,Tue,0,1,0,0,0,0,0,1
2935,3691,1308,2,3525005,3525005,1620,6,1,,,11/5/2019,6,Tue,0,1,0,0,0,0,0,1
2936,3691,1308,3,3525005,3525005,1720,6,1,,,11/5/2019,6,Tue,0,1,0,0,0,0,0,1
2937,3693,1310,1,3525005,3525005,1200,6,1,,,11/5/2019,6,Tue,0,1,0,0,0,0,0,1
2938,3693,1310,2,3525005,3525005,1730,6,1,,,11/5/2019,6,Tue,0,1,0,0,0,0,0,1
2939,3693,1310,3,3525005,3525005,1800,6,1,,,11/5/2019,6,Tue,0,1,0,0,0,0,0,1
2940,3693,1310,4,3525005,3525005,2015,6,1,,,11/5/2019,6,Tue,0,1,0,0,0,0,0,1
2941,3693,1310,5,3525005,3525005,2020,6,1,,,11/5/2019,6,Tue,0,1,0,0,0,0,0,1
2942,3693,1310,6,3525005,3525005,2030,6,1,,,11/5/2019,6,Tue,0,1,0,0,0,0,0,1
2943,3693,1310,7,3525005,3525005,2330,6,1,,,11/5/2019,6,Tue,0,1,0,0,0,0,0,1
2944,3694,1311,1,3524015,3525005,650,6,1,,,11/5/2019,6,Tue,0,1,0,0,0,0,0,1
2945,3695,1312,1,3525005,3525005,835,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
2946,3698,1315,1,3521005,3525005,1200,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
2947,3698,1315,2,3525005,3521005,1910,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
2948,3699,1316,1,3525005,3525005,1030,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
2949,3702,1320,1,3521010,3525005,900,7,1,,,11/12/2019,7,Tue,0,1,0,0,0,0,0,1
2950,3704,1322,1,3525005,3525005,2100,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
2951,3706,1324,1,3525005,3525005,730,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
2952,3706,1324,2,3525005,3525005,830,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
2953,3706,1324,3,3525005,3525005,1730,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
2954,3708,1326,1,3525005,3525005,800,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
2955,3708,1326,2,3525005,3525005,1800,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
2956,3711,1329,1,3521005,3525005,750,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
2957,3711,1329,2,3525005,3521005,1340,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
2958,3712,1330,1,3525005,3525005,730,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
2959,3712,1330,2,3525005,3525005,800,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
2960,3712,1330,3,3525005,3525005,2215,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
2961,3715,1333,1,3525005,3525005,830,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
2962,3716,1334,1,3521005,3525005,720,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
2963,3716,1334,2,3525005,3525005,2100,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
2964,3716,1334,3,3525005,3521005,2330,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
2965,3717,1335,1,3525005,3525005,1200,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
2966,3718,1336,1,3524002,3524002,930,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
2967,3718,1336,2,3524002,3524002,1030,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
2968,3718,1336,3,3524002,3524002,1100,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
2969,3718,1336,4,3524002,3524002,1120,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
2970,3718,1336,5,3524002,3525005,1130,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
2971,3718,1336,6,3525005,3524002,1600,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
2972,3722,1340,1,3521005,3525005,750,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
2973,3722,1340,2,3525005,3521005,1730,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
2974,3722,1340,3,3521005,3521005,1845,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
2975,3722,1340,4,3521005,3521005,1910,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
2976,3722,1340,5,3521005,3521005,2030,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
2977,3725,1343,1,3524002,3521005,800,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
2978,3725,1343,2,3521005,3520005,1700,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
2979,3725,1343,3,3520005,3520005,1730,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
2980,3725,1343,4,3520005,3520005,1930,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
2981,3725,1343,5,3520005,3524002,2030,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
2982,3727,1345,1,3525005,3525005,800,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
2983,3727,1345,2,3525005,3525005,1830,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
2984,3727,1345,3,3525005,3525005,2130,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
2985,3727,1345,4,3525005,3525005,2340,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
2986,3728,1346,1,3524002,3520005,700,9,4,,,11/29/2019,9,Fri,0,0,0,0,4,0,0,4
2987,3728,1346,2,3520005,3524002,1700,9,4,,,11/29/2019,9,Fri,0,0,0,0,4,0,0,4
2988,3728,1346,3,3524002,3524002,2000,9,4,,,11/29/2019,9,Fri,0,0,0,0,4,0,0,4
2989,3729,1347,1,3525005,3525005,900,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
2990,3729,1347,2,3525005,3525005,1100,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
2991,3729,1347,3,3525005,3525005,1200,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
2992,3729,1347,4,3525005,3525005,1900,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
2993,3729,1347,5,3525005,3525005,2000,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
2994,3729,1347,6,3525005,3525005,2200,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
2995,3730,1348,1,3525005,3525005,900,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
2996,3730,1348,2,3525005,3525005,1900,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
2997,3731,1349,1,3521005,3525005,730,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
2998,3731,1349,2,3525005,3521005,1840,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
2999,3733,1351,1,3525005,3525005,1100,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
3000,3734,1352,1,3525005,3525005,900,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
3001,3735,1353,1,3521005,3525005,1100,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
3002,3735,1353,2,3525005,3521005,1630,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
3003,3738,1356,1,3525005,3525005,1300,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
3004,3738,1356,2,3525005,3525005,1600,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
3005,3738,1356,3,3525005,3525005,1800,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
3006,3738,1356,4,3525005,3525005,2100,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
3007,3739,1357,1,3530013,3530013,820,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
3008,3739,1357,2,3530013,3530013,1230,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
3009,3739,1357,3,3530013,3530016,1700,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
3010,3739,1357,4,3530016,3530013,2200,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
3011,3741,1359,1,3524009,3525005,1030,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
3012,3741,1359,2,3525005,3524009,1900,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
3013,3743,1362,1,3520005,3521005,1400,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
3014,3743,1362,2,3521005,3521005,1430,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
3015,3743,1362,3,3521005,3521005,1500,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
3016,3743,1362,4,3521005,3520005,1730,6,2,,,11/6/2019,6,Wed,0,0,2,0,0,0,0,2
3017,3747,1367,1,3525005,3525005,700,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3018,3747,1367,2,3525005,3525005,730,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3019,3747,1367,3,3525005,3525005,1700,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3020,3748,1368,1,3525005,3520005,1245,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3021,3751,1371,1,3520005,3520005,900,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3022,3751,1371,2,3520005,3520005,1200,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3023,3751,1371,3,3520005,3520005,1308,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3024,3751,1371,4,3520005,3520005,1724,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3025,3752,1372,1,3525005,3525005,830,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3026,3752,1372,2,3525005,3521010,1640,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3027,3752,1372,3,3521010,3525005,2030,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3028,3753,1373,1,3525005,3524002,730,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3029,3755,1376,1,3539036,3525005,620,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3030,3756,1377,1,3525005,3525005,750,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3031,3756,1377,2,3525005,3525005,930,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3032,3756,1377,3,3525005,3525005,1215,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3033,3756,1377,4,3525005,3525005,1300,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3034,3756,1377,5,3525005,3525005,1600,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3035,3760,1382,1,3525005,3525005,700,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3036,3760,1382,2,3525005,3525005,1400,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3037,3761,1383,1,3525005,3525005,1000,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3038,3761,1383,2,3525005,3525005,1020,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3039,3761,1383,3,3525005,3525005,1630,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3040,3764,1386,1,3525005,3525005,805,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3041,3764,1386,2,3525005,3525005,1800,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3042,3766,1388,1,3530010,3525005,730,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3043,3766,1388,2,3525005,3530010,1230,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3044,3766,1388,3,3530010,3530010,2015,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3045,3766,1388,4,3530010,3530010,2145,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3046,3767,1389,1,3525005,3524002,952,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3047,3768,1390,1,3526057,3525005,900,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3048,3768,1390,2,3525005,3526057,1800,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3049,3769,1391,1,3525005,3525005,700,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3050,3769,1391,2,3525005,3525005,1730,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3051,3772,1395,1,3525005,3525005,800,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3052,3772,1395,2,3525005,3525005,1800,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3053,3773,1396,1,3530013,3530013,1330,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3054,3773,1396,2,3530013,3530013,1530,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3055,3773,1396,3,3530013,3530013,1730,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3056,3774,1397,1,3521010,3525005,1015,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3057,3776,1399,1,3525005,3525005,900,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3058,3776,1399,2,3525005,3525005,1630,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3059,3776,1399,3,3525005,3529020,1700,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3060,3776,1399,4,3529020,3525005,2000,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3061,3776,1399,5,3525005,3525005,2300,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3062,3777,1400,1,3525005,3525005,1015,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3063,3777,1400,2,3525005,3525005,1420,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3064,3777,1400,3,3525005,3525005,1550,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3065,3777,1400,4,3525005,3525005,1715,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3066,3777,1400,5,3525005,3525005,1815,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3067,3777,1400,6,3525005,3525005,1835,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3068,3777,1400,7,3525005,3525005,2400,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3069,3777,1400,8,3525005,3525005,2430,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3070,3778,1401,1,3530013,3523008,500,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3071,3778,1401,2,3523008,3530013,1530,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3072,3781,1404,1,3525005,3525005,900,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3073,3781,1404,2,3525005,3525005,1330,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3074,3781,1404,3,3525005,3525005,1520,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3075,3784,1407,1,3525005,3525005,1530,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3076,3787,1410,1,3525005,3524002,700,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3077,3787,1410,2,3524002,3525005,1440,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3078,3787,1410,3,3525005,3525005,1530,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3079,3787,1410,4,3525005,3525005,2100,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3080,3788,1411,1,3525005,3525005,1000,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3081,3788,1411,2,3525005,3525005,1700,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3082,3789,1412,1,3525005,3525005,1845,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3083,3789,1412,2,3525005,3525005,2034,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3084,3789,1412,3,3525005,3525005,2045,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3085,3791,1414,1,3525005,3529006,800,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3086,3792,1415,1,3525005,3525005,700,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3087,3792,1415,2,3525005,3525005,1600,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3088,3792,1415,3,3525005,3525005,1800,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3089,3792,1415,4,3525005,3525005,2100,6,3,,,11/7/2019,6,Thu,0,0,0,3,0,0,0,3
3090,3798,1421,1,3525005,3525005,1515,6,4,,,11/8/2019,6,Fri,0,0,0,0,4,0,0,4
3091,3813,1436,1,3520005,3520005,945,6,4,,,11/8/2019,6,Fri,0,0,0,0,4,0,0,4
3092,3813,1436,2,3520005,3520005,1010,6,4,,,11/8/2019,6,Fri,0,0,0,0,4,0,0,4
3093,3813,1436,3,3520005,3520005,1130,6,4,,,11/8/2019,6,Fri,0,0,0,0,4,0,0,4
3094,3813,1436,4,3520005,3520005,1150,6,4,,,11/8/2019,6,Fri,0,0,0,0,4,0,0,4
3095,3813,1436,5,3520005,3520005,1400,6,4,,,11/8/2019,6,Fri,0,0,0,0,4,0,0,4
3096,3813,1436,6,3520005,3520005,1545,6,4,,,11/8/2019,6,Fri,0,0,0,0,4,0,0,4
3097,3815,1438,1,3525005,3525005,1000,6,4,,,11/8/2019,6,Fri,0,0,0,0,4,0,0,4
3098,3815,1438,2,3525005,3525005,1400,6,4,,,11/8/2019,6,Fri,0,0,0,0,4,0,0,4
3099,3815,1438,3,3525005,3525005,1550,6,4,,,11/8/2019,6,Fri,0,0,0,0,4,0,0,4
3100,3815,1438,4,3525005,3525005,1620,6,4,,,11/8/2019,6,Fri,0,0,0,0,4,0,0,4
3101,3815,1438,5,3525005,3525005,2100,6,4,,,11/8/2019,6,Fri,0,0,0,0,4,0,0,4
3102,3816,1439,1,3525005,3525005,900,6,4,,,11/8/2019,6,Fri,0,0,0,0,4,0,0,4
3103,3816,1439,2,3525005,3525005,1030,6,4,,,11/8/2019,6,Fri,0,0,0,0,4,0,0,4
3104,3816,1439,3,3525005,3525005,1130,6,4,,,11/8/2019,6,Fri,0,0,0,0,4,0,0,4
3105,3816,1439,4,3525005,3525005,1200,6,4,,,11/8/2019,6,Fri,0,0,0,0,4,0,0,4
3106,3816,1439,5,3525005,3525005,1300,6,4,,,11/8/2019,6,Fri,0,0,0,0,4,0,0,4
3107,3816,1439,6,3525005,3525005,1730,6,4,,,11/8/2019,6,Fri,0,0,0,0,4,0,0,4
3108,3816,1439,7,3525005,3525005,1830,6,4,,,11/8/2019,6,Fri,0,0,0,0,4,0,0,4
3109,3816,1439,8,3525005,3525005,2130,6,4,,,11/8/2019,6,Fri,0,0,0,0,4,0,0,4
3110,3816,1439,9,3525005,3525005,2300,6,4,,,11/8/2019,6,Fri,0,0,0,0,4,0,0,4
3111,3816,1439,10,3525005,3525005,2600,6,4,,,11/8/2019,6,Fri,0,0,0,0,4,0,0,4
3112,3817,1440,1,3525005,3525005,830,6,4,,,11/8/2019,6,Fri,0,0,0,0,4,0,0,4
3113,3817,1440,2,3525005,3525005,1130,6,4,,,11/8/2019,6,Fri,0,0,0,0,4,0,0,4
3114,3817,1440,3,3525005,3520005,1250,6,4,,,11/8/2019,6,Fri,0,0,0,0,4,0,0,4
3115,3818,1441,1,3525005,3525005,900,6,4,,,11/8/2019,6,Fri,0,0,0,0,4,0,0,4
3116,3818,1441,2,3525005,3525005,1630,6,4,,,11/8/2019,6,Fri,0,0,0,0,4,0,0,4
3117,3818,1441,3,3525005,3525005,1830,6,4,,,11/8/2019,6,Fri,0,0,0,0,4,0,0,4
3118,3819,1442,1,3530016,3525005,1000,6,4,,,11/8/2019,6,Fri,0,0,0,0,4,0,0,4
3119,3819,1442,2,3525005,3530016,1615,6,4,,,11/8/2019,6,Fri,0,0,0,0,4,0,0,4
3120,3821,1444,1,3520005,3525005,845,6,4,,,11/8/2019,6,Fri,0,0,0,0,4,0,0,4
3121,3821,1444,2,3525005,3520005,2020,6,4,,,11/8/2019,6,Fri,0,0,0,0,4,0,0,4
3122,3823,1446,1,3519038,3525005,700,6,4,,,11/8/2019,6,Fri,0,0,0,0,4,0,0,4
3123,3825,1448,1,3525005,3525005,805,6,4,,,11/8/2019,6,Fri,0,0,0,0,4,0,0,4
3124,3825,1448,2,3525005,3525005,1320,6,4,,,11/8/2019,6,Fri,0,0,0,0,4,0,0,4
3125,3828,1451,1,3525005,3525005,800,6,4,,,11/8/2019,6,Fri,0,0,0,0,4,0,0,4
