serial,UniquePsKey_,PsKey_,TpNum_,TpOrigCSDuid,TpDestCSDuid,TpStartTimeExt,trip_week,weekday,,,TpDateExt,Week,TpDayExt,Mon,Tue,Wed,Thu,Fri,Sat,Sun,WeekDay
7549,8108,2190,1,3520005,3520005,1630,6,5,,,11/9/2019,6,Sat,0,0,0,0,0,5,0,5
7550,8108,2190,2,3520005,3520005,1927,6,5,,,11/9/2019,6,Sat,0,0,0,0,0,5,0,5
7551,8108,2190,3,3520005,3520005,2025,6,5,,,11/9/2019,6,Sat,0,0,0,0,0,5,0,5
7552,8110,2192,1,3519038,3519028,930,6,5,,,11/9/2019,6,Sat,0,0,0,0,0,5,0,5
7553,8110,2192,2,3519028,3519038,1500,6,5,,,11/9/2019,6,Sat,0,0,0,0,0,5,0,5
7554,8113,2196,1,3520005,3520005,1006,6,5,,,11/9/2019,6,Sat,0,0,0,0,0,5,0,5
7555,8121,2204,1,3521010,3520005,630,6,5,,,11/9/2019,6,Sat,0,0,0,0,0,5,0,5
7556,8121,2204,2,3520005,3521010,1500,6,5,,,11/9/2019,6,Sat,0,0,0,0,0,5,0,5
7557,8124,2207,1,3520005,3521005,600,6,5,,,11/9/2019,6,Sat,0,0,0,0,0,5,0,5
7558,8124,2207,2,3521005,4811012,845,6,5,,,11/9/2019,6,Sat,0,0,0,0,0,5,0,5
7559,8124,2207,3,4811012,4811052,1300,6,5,,,11/9/2019,6,Sat,0,0,0,0,0,5,0,5
7560,8127,2210,1,3525005,3520005,1200,6,5,,,11/9/2019,6,Sat,0,0,0,0,0,5,0,5
7561,8127,2210,2,3520005,3525005,2000,6,5,,,11/9/2019,6,Sat,0,0,0,0,0,5,0,5
7562,8128,2211,1,3520005,3520005,910,6,5,,,11/9/2019,6,Sat,0,0,0,0,0,5,0,5
7563,8135,2221,1,3520005,3520005,1000,6,5,,,11/9/2019,6,Sat,0,0,0,0,0,5,0,5
7564,8136,2223,1,3520005,3520005,800,6,5,,,11/9/2019,6,Sat,0,0,0,0,0,5,0,5
7565,8140,2227,1,3524001,3524001,1705,6,5,,,11/9/2019,6,Sat,0,0,0,0,0,5,0,5
7566,8140,2227,2,3524001,3524001,1805,6,5,,,11/9/2019,6,Sat,0,0,0,0,0,5,0,5
7567,8141,2228,1,3520005,3520005,840,6,5,,,11/9/2019,6,Sat,0,0,0,0,0,5,0,5
7568,8141,2228,2,3520005,3520005,1500,6,5,,,11/9/2019,6,Sat,0,0,0,0,0,5,0,5
7569,8146,2233,1,3519038,3520005,730,6,5,,,11/9/2019,6,Sat,0,0,0,0,0,5,0,5
7570,8146,2233,2,3520005,3519038,1945,6,5,,,11/9/2019,6,Sat,0,0,0,0,0,5,0,5
7571,8147,2234,1,3520005,3520005,600,6,5,,,11/9/2019,6,Sat,0,0,0,0,0,5,0,5
7572,8147,2234,2,3520005,3520005,1400,6,5,,,11/9/2019,6,Sat,0,0,0,0,0,5,0,5
7573,8151,2238,1,3520005,3520005,2000,6,5,,,11/9/2019,6,Sat,0,0,0,0,0,5,0,5
7574,8154,2241,1,3525005,3520005,700,6,5,,,11/9/2019,6,Sat,0,0,0,0,0,5,0,5
7575,8155,2242,1,3521010,3520005,847,8,0,,,11/18/2019,8,Mon,0,0,0,0,0,0,0,0
7576,8156,2243,1,3520005,3520005,1000,6,5,,,11/9/2019,6,Sat,0,0,0,0,0,5,0,5
7577,8156,2243,2,3520005,3520005,1100,6,5,,,11/9/2019,6,Sat,0,0,0,0,0,5,0,5
7578,8156,2243,3,3520005,3520005,1500,6,5,,,11/9/2019,6,Sat,0,0,0,0,0,5,0,5
7579,8165,2253,1,3520005,3520005,1900,6,5,,,11/9/2019,6,Sat,0,0,0,0,0,5,0,5
7580,8165,2253,2,3520005,3520005,2000,6,5,,,11/9/2019,6,Sat,0,0,0,0,0,5,0,5
7581,8166,2254,1,3520005,3520005,1100,6,5,,,11/9/2019,6,Sat,0,0,0,0,0,5,0,5
7582,8166,2254,2,3520005,3520005,1215,6,5,,,11/9/2019,6,Sat,0,0,0,0,0,5,0,5
7583,8166,2254,3,3520005,3520005,1700,6,5,,,11/9/2019,6,Sat,0,0,0,0,0,5,0,5
7584,8166,2254,4,3520005,3520005,2100,6,5,,,11/9/2019,6,Sat,0,0,0,0,0,5,0,5
7585,8173,2261,1,3521005,3520005,900,6,5,,,11/9/2019,6,Sat,0,0,0,0,0,5,0,5
7586,8173,2261,2,3520005,3521005,1100,6,5,,,11/9/2019,6,Sat,0,0,0,0,0,5,0,5
7587,8173,2261,3,3521005,3521005,1500,6,5,,,11/9/2019,6,Sat,0,0,0,0,0,5,0,5
7588,8173,2261,4,3521005,3521005,1800,6,5,,,11/9/2019,6,Sat,0,0,0,0,0,5,0,5
7589,8174,2262,1,3520005,3518001,900,6,5,,,11/9/2019,6,Sat,0,0,0,0,0,5,0,5
7590,8174,2262,2,3518001,3520005,1100,6,5,,,11/9/2019,6,Sat,0,0,0,0,0,5,0,5
7591,8174,2262,3,3520005,3518013,1800,6,5,,,11/9/2019,6,Sat,0,0,0,0,0,5,0,5
7592,8174,2262,4,3518013,3520005,2000,6,5,,,11/9/2019,6,Sat,0,0,0,0,0,5,0,5
7593,8175,2263,1,3520005,3520005,1200,6,5,,,11/9/2019,6,Sat,0,0,0,0,0,5,0,5
7594,8175,2263,2,3520005,3520005,1330,6,5,,,11/9/2019,6,Sat,0,0,0,0,0,5,0,5
7595,8175,2263,3,3520005,3520005,1350,6,5,,,11/9/2019,6,Sat,0,0,0,0,0,5,0,5
7596,8175,2263,4,3520005,3520005,1800,6,5,,,11/9/2019,6,Sat,0,0,0,0,0,5,0,5
7597,8175,2263,5,3520005,3519036,1930,6,5,,,11/9/2019,6,Sat,0,0,0,0,0,5,0,5
7598,8175,2263,6,3519036,3520005,2100,6,5,,,11/9/2019,6,Sat,0,0,0,0,0,5,0,5
7599,8178,2266,1,3520005,3520005,1830,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7600,8178,2266,2,3520005,3520005,2100,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7601,8178,2266,3,3520005,3520005,2300,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7602,8179,2268,1,3520005,3520005,1200,7,1,,,11/12/2019,7,Tue,0,1,0,0,0,0,0,1
7603,8179,2268,2,3520005,3520005,1230,7,1,,,11/12/2019,7,Tue,0,1,0,0,0,0,0,1
7604,8181,2271,1,3524001,3524001,905,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7605,8181,2271,2,3524001,3520005,920,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7606,8181,2271,3,3520005,3519036,1430,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7607,8181,2271,4,3519036,3519036,1630,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7608,8181,2271,5,3519036,3521005,1645,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7609,8181,2271,6,3521005,3524001,2230,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7610,8186,2276,1,3521010,3521010,1500,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7611,8186,2276,2,3521010,3521010,1510,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7612,8186,2276,3,3521010,3521010,1530,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7613,8192,2283,1,3521005,3520005,800,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7614,8192,2283,2,3520005,3521005,930,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7615,8197,2288,1,3521010,3521005,1700,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7616,8197,2288,2,3521005,3521010,2300,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7617,8201,2292,1,3521005,3521005,1532,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7618,8206,2299,1,3519046,3520005,1949,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7619,8208,2301,1,3520005,3520005,1200,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7620,8208,2301,2,3520005,3520005,1600,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7621,8208,2301,3,3520005,3520005,1800,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7622,8217,2310,1,3520005,3520005,1230,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7623,8217,2310,2,3520005,3520005,1315,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7624,8217,2310,3,3520005,3520005,1400,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7625,8217,2310,4,3520005,3520005,1440,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7626,8220,2313,1,3520005,3520005,1330,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7627,8220,2313,2,3520005,3520005,2000,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7628,8222,2315,1,3521010,3521010,1100,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7629,8222,2315,2,3521010,3521010,1600,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7630,8222,2315,3,3521010,3521010,1800,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7631,8224,2317,1,3520005,3520005,1200,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7632,8224,2317,2,3520005,3520005,1230,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7633,8224,2317,3,3520005,3520005,1530,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7634,8225,2318,1,3520005,3520005,945,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7635,8225,2318,2,3520005,3520005,1200,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7636,8225,2318,3,3520005,3520005,2030,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7637,8232,2325,1,3519028,3520005,1300,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7638,8232,2325,2,3520005,3519028,1400,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7639,8237,2330,1,3519028,3519028,1200,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7640,8237,2330,2,3519028,3519028,1700,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7641,8238,2331,1,3519028,3519028,930,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7642,8238,2331,2,3519028,3519028,1700,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7643,8239,2332,1,3520005,3520005,1300,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7644,8241,2334,1,3520005,3520005,1500,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7645,8248,2341,1,3520005,3532012,900,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7646,8248,2341,2,3532012,3520005,1500,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7647,8248,2341,3,3520005,3520005,1900,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7648,8248,2341,4,3520005,3520005,2000,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7649,8249,2342,1,3520005,3520005,1130,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7650,8249,2342,2,3520005,3520005,1400,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7651,8249,2342,3,3520005,3520005,1600,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7652,8255,2349,1,3519036,3519036,1330,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7653,8255,2349,2,3519036,3519036,1900,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7654,8255,2349,3,3519036,3519036,1930,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7655,8258,2353,1,3520005,3519048,900,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7656,8258,2353,2,3519048,3519046,1000,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7657,8258,2353,3,3519046,3519048,1300,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7658,8258,2353,4,3519048,3519046,1400,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7659,8261,2356,1,3520005,3520005,500,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7660,8261,2356,2,3520005,3520005,1400,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7661,8261,2356,3,3520005,3520005,2000,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7662,8263,2358,1,3520005,3520005,1000,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7663,8263,2358,2,3520005,3520005,1700,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7664,8263,2358,3,3520005,3520005,2000,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7665,8264,2359,1,3520005,3520005,1320,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7666,8264,2359,2,3520005,3520005,1440,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7667,8267,2362,1,3520005,3520005,1000,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7668,8267,2362,2,3520005,3520005,1100,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7669,8267,2362,3,3520005,3520005,1300,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7670,8267,2362,4,3520005,3520005,1500,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7671,8268,2363,1,3524001,3520005,1700,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7672,8269,2364,1,3520005,3520005,1200,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7673,8269,2364,2,3520005,3520005,1500,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7674,8271,2366,1,3520005,3520005,900,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7675,8271,2366,2,3520005,3520005,1130,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7676,8271,2366,3,3520005,3520005,1445,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7677,8271,2366,4,3520005,3520005,1530,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7678,8272,2367,1,3520005,3520005,1200,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7679,8272,2367,2,3520005,3520005,1310,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7680,8283,2379,1,3521010,3520005,900,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7681,8283,2379,2,3520005,3521010,1700,7,6,,,11/10/2019,7,Sun,0,0,0,0,0,0,6,6
7682,8287,2384,1,3518009,3520005,500,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7683,8287,2384,2,3520005,3518009,1500,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7684,8289,2386,1,3520005,3520005,1000,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7685,8289,2386,2,3520005,3520005,1400,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7686,8289,2386,3,3520005,3520005,1520,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7687,8289,2386,4,3520005,3520005,1535,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7688,8289,2386,5,3520005,3520005,1545,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7689,8289,2386,6,3520005,3520005,1600,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7690,8289,2386,7,3520005,3520005,1605,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7691,8289,2386,8,3520005,3520005,1820,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7692,8289,2386,9,3520005,3520005,1840,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7693,8291,2388,1,3520005,3520005,840,9,6,,,11/24/2019,9,Sun,0,0,0,0,0,0,6,6
7694,8291,2388,2,3520005,3520005,1850,9,6,,,11/24/2019,9,Sun,0,0,0,0,0,0,6,6
7695,8293,2390,1,3520005,3520005,905,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7696,8293,2390,2,3520005,3520005,930,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7697,8294,2391,1,3519044,3520005,600,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7698,8296,2393,1,3521005,3520005,630,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7699,8296,2393,2,3520005,3521005,1800,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7700,8299,2396,1,3521010,3520005,930,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7701,8302,2399,1,3520005,3520005,900,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7702,8302,2399,2,3520005,3520005,1800,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7703,8302,2399,3,3520005,3520005,1830,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7704,8305,2402,1,3521010,3521010,2000,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7705,8305,2402,2,3521010,3521010,2200,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7706,8306,2403,1,3519036,3520005,1200,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7707,8308,2405,1,3520005,3520005,730,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7708,8308,2405,2,3520005,3520005,1830,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7709,8308,2405,3,3520005,3520005,2400,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7710,8311,2408,1,3518001,3518001,1505,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7711,8311,2408,2,3518001,3518001,1607,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7712,8311,2408,3,3518001,3520005,1805,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7713,8311,2408,4,3520005,3518001,2107,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7714,8312,2409,1,3521005,3520005,630,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7715,8312,2409,2,3520005,3521005,1800,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7716,8319,2416,1,3520005,3520005,745,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7717,8319,2416,2,3520005,3520005,1545,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7718,8320,2417,1,3520005,3520005,1310,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7719,8320,2417,2,3520005,3520005,2200,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7720,8321,2418,1,3525005,3525005,630,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7721,8321,2418,2,3525005,3525005,1130,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7722,8321,2418,3,3525005,3525005,1415,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7723,8321,2418,4,3525005,3525005,1500,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7724,8321,2418,5,3525005,3525005,1930,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7725,8321,2418,6,3525005,3525005,2045,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7726,8322,2419,1,3519036,3520005,1030,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7727,8322,2419,2,3520005,3519036,1830,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7728,8323,2420,1,3519028,3520005,900,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7729,8323,2420,2,3520005,3520005,1330,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7730,8323,2420,3,3520005,3519028,1445,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7731,8325,2422,1,3519036,3520005,740,7,4,,,11/15/2019,7,Fri,0,0,0,0,4,0,0,4
7732,8325,2422,2,3520005,3519038,1700,7,4,,,11/15/2019,7,Fri,0,0,0,0,4,0,0,4
7733,8327,2424,1,3524009,3520005,945,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7734,8327,2424,2,3520005,3524009,1500,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7735,8328,2425,1,3520005,3520005,1700,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7736,8330,2427,1,3520005,3520005,700,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7737,8330,2427,2,3520005,3520005,1600,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7738,8331,2428,1,3520005,3520005,1149,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7739,8332,2429,1,3521010,3520005,800,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7740,8332,2429,2,3520005,3521010,1600,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7741,8334,2431,1,3530013,3521005,644,9,0,,,11/25/2019,9,Mon,0,0,0,0,0,0,0,0
7742,8334,2431,2,3521005,3520005,905,9,0,,,11/25/2019,9,Mon,0,0,0,0,0,0,0,0
7743,8336,2433,1,3520005,3520005,1430,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7744,8336,2433,2,3520005,3520005,1730,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7745,8336,2433,3,3520005,3520005,1930,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7746,8337,2435,1,3520005,3520005,1100,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7747,8337,2435,2,3520005,3520005,1230,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7748,8337,2435,3,3520005,3520005,1315,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7749,8342,2441,1,3520005,3520005,800,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7750,8343,2442,1,3519046,3520005,1630,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7751,8344,2443,1,3521010,3520005,800,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7752,8344,2443,2,3520005,3521010,2200,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7753,8345,2444,1,3520005,3520005,1240,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7754,8345,2444,2,3520005,3520005,1600,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7755,8345,2444,3,3520005,3520005,2130,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7756,8349,2448,1,3520005,3520005,650,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7757,8349,2448,2,3520005,3520005,1840,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7758,8350,2449,1,3520005,3520005,830,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7759,8350,2449,2,3520005,3520005,1420,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7760,8350,2449,3,3520005,3520005,1815,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7761,8350,2449,4,3520005,3520005,2130,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7762,8351,2450,1,3520005,3520005,700,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7763,8351,2450,2,3520005,3520005,1430,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7764,8351,2450,3,3520005,3520005,1845,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7765,8352,2451,1,3520005,3520005,1720,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7766,8352,2451,2,3520005,3520005,1735,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7767,8352,2451,3,3520005,3520005,1805,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7768,8353,2452,1,3520005,3520005,1000,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7769,8353,2452,2,3520005,3520005,1145,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7770,8355,2454,1,3521005,3520005,700,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7771,8355,2454,2,3520005,3521005,2000,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7772,8357,2456,1,3520005,3520005,1220,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7773,8357,2456,2,3520005,3520005,1400,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7774,8357,2456,3,3520005,3520005,1500,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7775,8357,2456,4,3520005,3520005,1850,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7776,8357,2456,5,3520005,3520005,2315,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7777,8360,2460,1,3520005,3520005,930,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7778,8361,2461,1,3520005,3520005,1300,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7779,8361,2461,2,3520005,3520005,1340,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7780,8363,2463,1,3520005,3520005,1100,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7781,8363,2463,2,3520005,3520005,1800,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7782,8364,2464,1,3520005,3520005,1230,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7783,8364,2464,2,3520005,3520005,1600,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7784,8366,2466,1,3519036,3520005,600,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7785,8366,2466,2,3520005,3519036,1800,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7786,8369,2469,1,3520005,3520005,845,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7787,8369,2469,2,3520005,3520005,1030,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7788,8369,2469,3,3520005,3520005,1035,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7789,8369,2469,4,3520005,3520005,1100,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7790,8369,2469,5,3520005,3520005,1300,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7791,8369,2469,6,3520005,3520005,1730,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
7792,8369,2469,7,3520005,3520005,1845,7,0,,,11/11/2019,7,Mon,0,0,0,0,0,0,0,0
